case_id,model_id,family,phase,difficulty_id,difficulty_label,output_shape_count,score_cov,score_geom,score_sem,score_global
spiral_staircase_level_1,kimi-k2.5,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,19.0,39.0,45.0
spiral_staircase_level_2,kimi-k2.5,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,42.0,37.0,51.0
spiral_staircase_level_3,kimi-k2.5,Spiral Staircase,1,3,Level 3 (Scale 50),51,100.0,36.0,35.0,48.0
cannonball_pyramid_level_1,kimi-k2.5,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,84.0,99.0,95.0
cannonball_pyramid_level_2,kimi-k2.5,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,80.0,84.0,86.0
cannonball_pyramid_level_3,kimi-k2.5,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,77.0,99.0,93.0
voxel_grid_level_1,kimi-k2.5,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,60.0,100.0,88.0
voxel_grid_level_2,kimi-k2.5,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,60.0,100.0,88.0
voxel_grid_level_3,kimi-k2.5,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,60.0,100.0,88.0
domino_ring_level_1,kimi-k2.5,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,72.0,79.0,81.0
domino_ring_level_2,kimi-k2.5,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,63.0,74.0,76.0
domino_ring_level_3,kimi-k2.5,Domino Ring,1,3,Level 3 (Scale 20),40,67.0,54.0,44.0,52.0
dna_helix_level_1,kimi-k2.5,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,77.0,99.0,93.0
dna_helix_level_2,kimi-k2.5,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,75.0,100.0,92.0
dna_helix_level_3,kimi-k2.5,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,75.0,100.0,92.0
suspension_bridge_level_1,kimi-k2.5,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,99.0,100.0,100.0
suspension_bridge_level_2,kimi-k2.5,Suspension Bridge,2,2,Level 2 (Scale 10),23,100.0,100.0,100.0,100.0
suspension_bridge_level_3,kimi-k2.5,Suspension Bridge,2,3,Level 3 (Scale 20),70,89.0,99.0,100.0,98.0
planetary_array_level_1,kimi-k2.5,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,kimi-k2.5,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,kimi-k2.5,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,72.0,72.0,78.0
cross_braced_truss_level_1,kimi-k2.5,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,40.0,73.0,68.0
cross_braced_truss_level_2,kimi-k2.5,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,27.0,73.0,65.0
cross_braced_truss_level_3,kimi-k2.5,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,40.0,74.0,69.0
fractal_y_tree_level_1,kimi-k2.5,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,72.0,94.0,89.0
fractal_y_tree_level_2,kimi-k2.5,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,55.0,92.0,82.0
fractal_y_tree_level_3,kimi-k2.5,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,49.0,91.0,80.0
bcc_lattice_level_1,kimi-k2.5,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,kimi-k2.5,BCC Lattice,2,2,Level 2 (Scale 3),226,74.0,61.0,58.0,62.0
bcc_lattice_level_3,kimi-k2.5,BCC Lattice,2,3,Level 3 (Scale 4),0,0.0,0.0,0.0,0.0
furniture_assembly_level_1,kimi-k2.5,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,50.0,62.0,66.0
furniture_assembly_level_2,kimi-k2.5,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,21.0,100.0,76.0
furniture_assembly_level_3,kimi-k2.5,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,33.0,96.0,78.0
pipe_manifold_level_1,kimi-k2.5,Pipe Manifold,3,1,Level 1 (Scale 2),7,58.0,38.0,15.0,30.0
pipe_manifold_level_2,kimi-k2.5,Pipe Manifold,3,2,Level 2 (Scale 3),9,56.0,39.0,11.0,28.0
pipe_manifold_level_3,kimi-k2.5,Pipe Manifold,3,3,Level 3 (Scale 5),13,54.0,38.0,9.0,27.0
axle_bearing_level_1,kimi-k2.5,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,33.0,33.0,38.0
axle_bearing_level_2,kimi-k2.5,Axle Bearing,3,2,Level 2 (Scale 2),3,60.0,31.0,29.0,36.0
axle_bearing_level_3,kimi-k2.5,Axle Bearing,3,3,Level 3 (Scale 3),5,100.0,49.0,95.0,82.0
phyllotaxis_disc_level_1,kimi-k2.5,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,65.0,85.0,82.0
phyllotaxis_disc_level_2,kimi-k2.5,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,73.0,83.0,83.0
phyllotaxis_disc_level_3,kimi-k2.5,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,63.0,76.0,77.0
compound_eye_level_1,kimi-k2.5,Compound Eye,4,1,Level 1 (Scale 2),39,65.0,41.0,42.0,46.0
compound_eye_level_2,kimi-k2.5,Compound Eye,4,2,Level 2 (Scale 3),41,36.0,20.0,14.0,20.0
compound_eye_level_3,kimi-k2.5,Compound Eye,4,3,Level 3 (Scale 4),0,0.0,0.0,0.0,0.0
diatom_frustule_level_1,kimi-k2.5,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,82.0,100.0,95.0
diatom_frustule_level_2,kimi-k2.5,Diatom Frustule,4,2,Level 2 (Scale 7),112,93.0,78.0,89.0,86.0
diatom_frustule_level_3,kimi-k2.5,Diatom Frustule,4,3,Level 3 (Scale 10),168,100.0,100.0,100.0,100.0
honeycomb_lattice_level_1,kimi-k2.5,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,100.0,100.0,100.0
honeycomb_lattice_level_2,kimi-k2.5,Honeycomb Lattice,4,2,Level 2 (Scale 2),110,100.0,55.0,100.0,86.0
honeycomb_lattice_level_3,kimi-k2.5,Honeycomb Lattice,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
armillary_sphere_level_1,kimi-k2.5,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,100.0,100.0,100.0
armillary_sphere_level_2,kimi-k2.5,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,kimi-k2.5,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,100.0,100.0,100.0
vertebral_column_level_1,kimi-k2.5,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,74.0,86.0,85.0
vertebral_column_level_2,kimi-k2.5,Vertebral Column,4,2,Level 2 (Scale 12),70,100.0,66.0,76.0,78.0
vertebral_column_level_3,kimi-k2.5,Vertebral Column,4,3,Level 3 (Scale 19),112,78.0,49.0,78.0,69.0
flanged_pipe_joint_level_1,kimi-k2.5,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,76.0,100.0,91.0
flanged_pipe_joint_level_2,kimi-k2.5,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,79.0,100.0,92.0
flanged_pipe_joint_level_3,kimi-k2.5,Flanged Pipe Joint,1,3,Level 3 (Scale 16),16,44.0,44.0,18.0,22.0
ball_bearing_assembly_level_1,kimi-k2.5,Ball Bearing Assembly,2,1,Level 1 (Scale 6),6,75.0,75.0,47.0,53.0
ball_bearing_assembly_level_2,kimi-k2.5,Ball Bearing Assembly,2,2,Level 2 (Scale 12),12,86.0,86.0,63.0,68.0
ball_bearing_assembly_level_3,kimi-k2.5,Ball Bearing Assembly,2,3,Level 3 (Scale 20),20,91.0,91.0,72.0,77.0
clock_tower_mechanism_level_1,kimi-k2.5,Clock Tower Mechanism,3,1,Level 1 (Scale 4),2,17.0,17.0,2.0,5.0
clock_tower_mechanism_level_2,kimi-k2.5,Clock Tower Mechanism,3,2,Level 2 (Scale 12),2,10.0,10.0,0.0,1.0
clock_tower_mechanism_level_3,kimi-k2.5,Clock Tower Mechanism,3,3,Level 3 (Scale 24),2,6.0,6.0,0.0,0.0
gantry_crane_assembly_level_1,kimi-k2.5,Gantry Crane Assembly,3,1,Level 1 (Scale 2),10,59.0,54.0,31.0,34.0
gantry_crane_assembly_level_2,kimi-k2.5,Gantry Crane Assembly,3,2,Level 2 (Scale 4),14,56.0,53.0,28.0,31.0
gantry_crane_assembly_level_3,kimi-k2.5,Gantry Crane Assembly,3,3,Level 3 (Scale 6),18,55.0,53.0,26.0,30.0
cochlear_spiral_level_1,kimi-k2.5,Cochlear Spiral,4,1,Level 1 (Scale 12),0,0.0,0.0,0.0,0.0
cochlear_spiral_level_2,kimi-k2.5,Cochlear Spiral,4,2,Level 2 (Scale 24),0,0.0,0.0,0.0,0.0
cochlear_spiral_level_3,kimi-k2.5,Cochlear Spiral,4,3,Level 3 (Scale 36),72,95.0,55.0,88.0,74.0
radiolarian_skeleton_level_1,kimi-k2.5,Radiolarian Skeleton,4,1,Level 1 (Scale 1),13,24.0,19.0,4.0,7.0
radiolarian_skeleton_level_2,kimi-k2.5,Radiolarian Skeleton,4,2,Level 2 (Scale 2),0,0.0,0.0,0.0,0.0
radiolarian_skeleton_level_3,kimi-k2.5,Radiolarian Skeleton,4,3,Level 3 (Scale 3),163,20.0,16.0,2.0,5.0
spiral_staircase_level_1,gpt-5.4,Spiral Staircase,1,1,Level 1 (Scale 10),10,91.0,82.0,65.0,75.0
spiral_staircase_level_2,gpt-5.4,Spiral Staircase,1,2,Level 2 (Scale 24),24,96.0,92.0,71.0,82.0
spiral_staircase_level_3,gpt-5.4,Spiral Staircase,1,3,Level 3 (Scale 50),50,98.0,96.0,73.0,85.0
cannonball_pyramid_level_1,gpt-5.4,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,100.0,100.0,100.0
cannonball_pyramid_level_2,gpt-5.4,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,gpt-5.4,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,100.0,100.0,100.0
voxel_grid_level_1,gpt-5.4,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gpt-5.4,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gpt-5.4,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gpt-5.4,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,96.0,99.0,98.0
domino_ring_level_2,gpt-5.4,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,89.0,100.0,97.0
domino_ring_level_3,gpt-5.4,Domino Ring,1,3,Level 3 (Scale 20),60,100.0,99.0,99.0,99.0
dna_helix_level_1,gpt-5.4,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gpt-5.4,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gpt-5.4,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,gpt-5.4,Suspension Bridge,2,1,Level 1 (Scale 5),11,85.0,84.0,79.0,82.0
suspension_bridge_level_2,gpt-5.4,Suspension Bridge,2,2,Level 2 (Scale 10),21,91.0,91.0,89.0,90.0
suspension_bridge_level_3,gpt-5.4,Suspension Bridge,2,3,Level 3 (Scale 20),41,95.0,95.0,95.0,95.0
planetary_array_level_1,gpt-5.4,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gpt-5.4,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gpt-5.4,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,100.0,100.0,100.0
cross_braced_truss_level_1,gpt-5.4,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,100.0,100.0,100.0
cross_braced_truss_level_2,gpt-5.4,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,100.0,100.0,100.0
cross_braced_truss_level_3,gpt-5.4,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,100.0,100.0,100.0
fractal_y_tree_level_1,gpt-5.4,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,70.0,100.0,91.0
fractal_y_tree_level_2,gpt-5.4,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,100.0,100.0,100.0
fractal_y_tree_level_3,gpt-5.4,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,100.0,100.0,100.0
bcc_lattice_level_1,gpt-5.4,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gpt-5.4,BCC Lattice,2,2,Level 2 (Scale 3),307,100.0,100.0,100.0,100.0
bcc_lattice_level_3,gpt-5.4,BCC Lattice,2,3,Level 3 (Scale 4),0,0.0,0.0,0.0,0.0
furniture_assembly_level_1,gpt-5.4,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,21.0,98.0,75.0
furniture_assembly_level_2,gpt-5.4,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,21.0,100.0,76.0
furniture_assembly_level_3,gpt-5.4,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,21.0,89.0,71.0
pipe_manifold_level_1,gpt-5.4,Pipe Manifold,3,1,Level 1 (Scale 2),7,58.0,49.0,10.0,31.0
pipe_manifold_level_2,gpt-5.4,Pipe Manifold,3,2,Level 2 (Scale 3),9,56.0,49.0,8.0,30.0
pipe_manifold_level_3,gpt-5.4,Pipe Manifold,3,3,Level 3 (Scale 5),13,54.0,47.0,7.0,28.0
axle_bearing_level_1,gpt-5.4,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,31.0,33.0,38.0
axle_bearing_level_2,gpt-5.4,Axle Bearing,3,2,Level 2 (Scale 2),3,60.0,30.0,33.0,38.0
axle_bearing_level_3,gpt-5.4,Axle Bearing,3,3,Level 3 (Scale 3),3,60.0,31.0,33.0,38.0
phyllotaxis_disc_level_1,gpt-5.4,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,93.0,97.0,96.0
phyllotaxis_disc_level_2,gpt-5.4,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,86.0,91.0,91.0
phyllotaxis_disc_level_3,gpt-5.4,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,81.0,83.0,86.0
compound_eye_level_1,gpt-5.4,Compound Eye,4,1,Level 1 (Scale 2),60,100.0,65.0,95.0,87.0
compound_eye_level_2,gpt-5.4,Compound Eye,4,2,Level 2 (Scale 3),114,100.0,87.0,100.0,96.0
compound_eye_level_3,gpt-5.4,Compound Eye,4,3,Level 3 (Scale 4),123,66.0,51.0,45.0,51.0
diatom_frustule_level_1,gpt-5.4,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,82.0,100.0,95.0
diatom_frustule_level_2,gpt-5.4,Diatom Frustule,4,2,Level 2 (Scale 7),120,100.0,82.0,100.0,95.0
diatom_frustule_level_3,gpt-5.4,Diatom Frustule,4,3,Level 3 (Scale 10),168,100.0,87.0,100.0,96.0
honeycomb_lattice_level_1,gpt-5.4,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,100.0,100.0,100.0
honeycomb_lattice_level_2,gpt-5.4,Honeycomb Lattice,4,2,Level 2 (Scale 2),110,100.0,91.0,100.0,97.0
honeycomb_lattice_level_3,gpt-5.4,Honeycomb Lattice,4,3,Level 3 (Scale 3),324,95.0,91.0,100.0,96.0
armillary_sphere_level_1,gpt-5.4,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,76.0,100.0,93.0
armillary_sphere_level_2,gpt-5.4,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,gpt-5.4,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,100.0,100.0,100.0
vertebral_column_level_1,gpt-5.4,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,91.0,100.0,97.0
vertebral_column_level_2,gpt-5.4,Vertebral Column,4,2,Level 2 (Scale 12),70,100.0,56.0,90.0,82.0
vertebral_column_level_3,gpt-5.4,Vertebral Column,4,3,Level 3 (Scale 19),108,96.0,50.0,76.0,72.0
flanged_pipe_joint_level_1,gpt-5.4,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,81.0,100.0,93.0
flanged_pipe_joint_level_2,gpt-5.4,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,81.0,100.0,93.0
flanged_pipe_joint_level_3,gpt-5.4,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,80.0,99.0,92.0
ball_bearing_assembly_level_1,gpt-5.4,Ball Bearing Assembly,2,1,Level 1 (Scale 6),6,75.0,75.0,47.0,53.0
ball_bearing_assembly_level_2,gpt-5.4,Ball Bearing Assembly,2,2,Level 2 (Scale 12),12,86.0,86.0,63.0,68.0
ball_bearing_assembly_level_3,gpt-5.4,Ball Bearing Assembly,2,3,Level 3 (Scale 20),20,91.0,91.0,72.0,77.0
clock_tower_mechanism_level_1,gpt-5.4,Clock Tower Mechanism,3,1,Level 1 (Scale 4),10,83.0,80.0,67.0,68.0
clock_tower_mechanism_level_2,gpt-5.4,Clock Tower Mechanism,3,2,Level 2 (Scale 12),18,90.0,88.0,79.0,80.0
clock_tower_mechanism_level_3,gpt-5.4,Clock Tower Mechanism,3,3,Level 3 (Scale 24),28,88.0,87.0,75.0,76.0
gantry_crane_assembly_level_1,gpt-5.4,Gantry Crane Assembly,3,1,Level 1 (Scale 2),17,100.0,95.0,100.0,98.0
gantry_crane_assembly_level_2,gpt-5.4,Gantry Crane Assembly,3,2,Level 2 (Scale 4),23,92.0,91.0,83.0,84.0
gantry_crane_assembly_level_3,gpt-5.4,Gantry Crane Assembly,3,3,Level 3 (Scale 6),33,100.0,97.0,100.0,99.0
cochlear_spiral_level_1,gpt-5.4,Cochlear Spiral,4,1,Level 1 (Scale 12),25,89.0,83.0,77.0,76.0
cochlear_spiral_level_2,gpt-5.4,Cochlear Spiral,4,2,Level 2 (Scale 24),49,94.0,54.0,87.0,73.0
cochlear_spiral_level_3,gpt-5.4,Cochlear Spiral,4,3,Level 3 (Scale 36),73,96.0,90.0,91.0,89.0
radiolarian_skeleton_level_1,gpt-5.4,Radiolarian Skeleton,4,1,Level 1 (Scale 1),43,78.0,77.0,57.0,60.0
radiolarian_skeleton_level_2,gpt-5.4,Radiolarian Skeleton,4,2,Level 2 (Scale 2),163,80.0,63.0,60.0,57.0
radiolarian_skeleton_level_3,gpt-5.4,Radiolarian Skeleton,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
